Vulnerability ID,Vulnerability Type,Severity,First Detection Time (YYYY/MM/dd HH:mm),Status,State,URL,Method,Source Filename,Source Line,Source Input,Destination Filename,Destination Line,Destination Output,Assigned User,CWE
7465,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02644?BenchmarkTest02644=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02644.java,43,BenchmarkTest02644=bar&password=&username=,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7466,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02645?BenchmarkTest02645=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02645.java,43,BenchmarkTest02645=bar&password=&username=,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7468,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02646?BenchmarkTest02646=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02646.java,43,BenchmarkTest02646=bar&password=&username=,org/springframework/jdbc/core/JdbcTemplate.java,569,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7453,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02632?BenchmarkTest02632=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02632.java,43,BenchmarkTest02632=bar&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02632.java,66,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
7454,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02635?BenchmarkTest02635=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02635.java,43,BenchmarkTest02635=bar&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02635.java,66,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
7458,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02641?BenchmarkTest02641=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02641.java,43,BenchmarkTest02641=bar&password=&username=,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7457,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02638?BenchmarkTest02638=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02638.java,43,BenchmarkTest02638=bar&password=&username=,org/springframework/jdbc/core/JdbcTemplate.java,569,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7448,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02628?BenchmarkTest02628=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02628.java,43,BenchmarkTest02628=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02628.java,66,"{call verifyUserPassword('foo','bar')}",,89
7451,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02630?BenchmarkTest02630=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02630.java,43,BenchmarkTest02630=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02630.java,66,"{call verifyUserPassword('foo','bar')}",,89
7410,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02567?BenchmarkTest02567=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02567.java,43,BenchmarkTest02567=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02567.java,68,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7441,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02622?BenchmarkTest02622=color&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02622.java,43,BenchmarkTest02622=color&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02622.java,63,color_SafeStuff,,501
7442,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02623?BenchmarkTest02623=my_userid&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02623.java,43,BenchmarkTest02623=my_userid&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02623.java,63,my_userid,,501
7443,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02624?BenchmarkTest02624=my_userid&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02624.java,43,BenchmarkTest02624=my_userid&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02624.java,63,my_userid,,501
7444,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02625?BenchmarkTest02625=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02625.java,43,BenchmarkTest02625=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02625.java,66,"{call verifyUserPassword('foo','bar')}",,89
7407,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02564?BenchmarkTest02564=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02564.java,43,BenchmarkTest02564=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02564.java,68,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7408,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02565?BenchmarkTest02565=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02565.java,43,BenchmarkTest02565=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02565.java,75,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7446,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02627?BenchmarkTest02627=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02627.java,43,BenchmarkTest02627=verifyUserPassword%28%27foo%27%2C%27bar%27%29&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02627.java,66,"{call verifyUserPassword('foo','bar')}",,89
7411,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02569?BenchmarkTest02569=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02569.java,43,BenchmarkTest02569=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02569.java,68,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7370,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02525,POST,org/owasp/benchmark/testcode/BenchmarkTest02525.java,43,my_user_id,org/owasp/benchmark/testcode/BenchmarkTest02525.java,52,my_user_id,,501
7371,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02526,POST,org/owasp/benchmark/testcode/BenchmarkTest02526.java,43,my_user_id,org/owasp/benchmark/testcode/BenchmarkTest02526.java,52,my_user_id,,501
7372,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02527?BenchmarkTest02527=color&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02527.java,43,color,org/owasp/benchmark/testcode/BenchmarkTest02527.java,52,color,,501
7373,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02528,POST,org/owasp/benchmark/testcode/BenchmarkTest02528.java,43,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest02528.java,55,"{call verifyUserPassword('foo','bar')}",,89
7376,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02530,POST,org/owasp/benchmark/testcode/BenchmarkTest02530.java,43,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest02530.java,55,"{call verifyUserPassword('foo','bar')}",,89
7377,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02531,POST,org/owasp/benchmark/testcode/BenchmarkTest02531.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02531.java,55,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
7380,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02532?BenchmarkTest02532=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02532.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02532.java,55,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
7382,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02533,POST,org/owasp/benchmark/testcode/BenchmarkTest02533.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02533.java,55,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
7383,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02534,POST,org/owasp/benchmark/testcode/BenchmarkTest02534.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02534.java,55,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
7385,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02535,POST,org/owasp/benchmark/testcode/BenchmarkTest02535.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02535.java,55,SELECT * from USERS where USERNAME=? and PASSWORD='bar',,89
7388,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02537?BenchmarkTest02537=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02537.java,43,bar,org/springframework/jdbc/core/JdbcTemplate.java,569,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7389,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02542?BenchmarkTest02542=bar&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02542.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02542.java,55,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7391,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02543,POST,org/owasp/benchmark/testcode/BenchmarkTest02543.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02543.java,55,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7400,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02555?BenchmarkTest02555=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02555.java,43,BenchmarkTest02555=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02555.java,62,FileName,,22
7401,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02556?BenchmarkTest02556=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02556.java,43,BenchmarkTest02556=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02556.java,62,FileName,,22
7402,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02559?BenchmarkTest02559=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02559.java,43,BenchmarkTest02559=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02559.java,73,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7403,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02559?BenchmarkTest02559=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02559.java,43,BenchmarkTest02559=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02559.java,72,file:/C:/Users/YuukiE/Documents/CX/workspace/Benchmark/target/cargo/configurations/tomcat8x/testfiles/FileName,,22
7404,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02560?BenchmarkTest02560=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02560.java,43,BenchmarkTest02560=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02560.java,67,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7405,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02561?BenchmarkTest02561=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02561.java,43,BenchmarkTest02561=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02561.java,67,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7406,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02562?BenchmarkTest02562=FileName&password=&username=,POST,org/owasp/benchmark/testcode/BenchmarkTest02562.java,43,BenchmarkTest02562=FileName&password=&username=,org/owasp/benchmark/testcode/BenchmarkTest02562.java,67,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7393,CSRF,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02545,POST,org/owasp/benchmark/testcode/BenchmarkTest02545.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02545.java,55,"INSERT INTO users (username, password) VALUES ('foo','bar')",,352
7394,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02545,POST,org/owasp/benchmark/testcode/BenchmarkTest02545.java,43,bar,org/owasp/benchmark/testcode/BenchmarkTest02545.java,55,"INSERT INTO users (username, password) VALUES ('foo','bar')",,89
7369,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02524,POST,org/owasp/benchmark/testcode/BenchmarkTest02524.java,43,my_user_id,org/owasp/benchmark/testcode/BenchmarkTest02524.java,52,my_user_id,,501
7323,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02453,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT TOP 1 userid from USERS where USERNAME='foo' and PASSWORD='bar',,89
7336,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-03/BenchmarkTest02469,POST,org/owasp/benchmark/testcode/BenchmarkTest02469.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest02469.java,57,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7317,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02446,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,color,org/owasp/benchmark/testcode/BenchmarkTest02446.java,50,color,,501
7318,Trust_Boundary_Violation,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/trustbound-01/BenchmarkTest02448,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,color,org/owasp/benchmark/testcode/BenchmarkTest02448.java,50,color,,501
7319,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02449,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,"verifyUserPassword('foo','bar')",org/owasp/benchmark/testcode/BenchmarkTest02449.java,53,"{call verifyUserPassword('foo','bar')}",,89
7321,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02451,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/springframework/jdbc/core/JdbcTemplate.java,432,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7326,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02454,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/owasp/benchmark/testcode/BenchmarkTest02454.java,53,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7327,CSRF,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02455,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/owasp/benchmark/testcode/BenchmarkTest02455.java,53,"INSERT INTO users (username, password) VALUES ('foo','bar')",,352
7328,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02455,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,bar,org/owasp/benchmark/testcode/BenchmarkTest02455.java,53,"INSERT INTO users (username, password) VALUES ('foo','bar')",,89
7332,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-02/BenchmarkTest02463,POST,org/owasp/benchmark/testcode/BenchmarkTest02463.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest02463.java,51,FileName,,22
7333,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-02/BenchmarkTest02465,POST,org/owasp/benchmark/testcode/BenchmarkTest02465.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest02465.java,56,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7334,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-02/BenchmarkTest02466,POST,org/owasp/benchmark/testcode/BenchmarkTest02466.java,43,FileName,org/owasp/benchmark/testcode/BenchmarkTest02466.java,56,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7277,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-02/BenchmarkTest02383,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest02383.java,55,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7274,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-02/BenchmarkTest02377?BenchmarkTest02377=FileName&password=&username=,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest02377.java,49,FileName,,22
7275,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-02/BenchmarkTest02378,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest02378.java,59,file:/C:/Users/YuukiE/Documents/CX/workspace/Benchmark/target/cargo/configurations/tomcat8x/testfiles/FileName,,22
7276,Path_Traversal,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/pathtraver-02/BenchmarkTest02378,POST,org/owasp/benchmark/helpers/SeparateClassRequest.java,33,FileName,org/owasp/benchmark/testcode/BenchmarkTest02378.java,60,C:\Users\YuukiE\Documents\CX\workspace\Benchmark\target\cargo\configurations\tomcat8x\testfiles\FileName,,22
7268,CSRF,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02369,POST,org/owasp/benchmark/testcode/BenchmarkTest02369.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest02369.java,66,"INSERT INTO users (username, password) VALUES ('foo','bar')",,352
7269,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02369,POST,org/owasp/benchmark/testcode/BenchmarkTest02369.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest02369.java,66,"INSERT INTO users (username, password) VALUES ('foo','bar')",,89
7266,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02364,POST,org/owasp/benchmark/testcode/BenchmarkTest02364.java,45,bar,org/owasp/benchmark/testcode/BenchmarkTest02364.java,66,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7263,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02360,POST,org/owasp/benchmark/testcode/BenchmarkTest02360.java,45,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT TOP 1 userid from USERS where USERNAME='foo' and PASSWORD='bar',,89
7264,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02362,POST,org/owasp/benchmark/testcode/BenchmarkTest02362.java,45,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
7259,Blind_SQL_Injection,MEDIUM,2020/02/14 08:36,RECURRENT,TO_VERIFY,/sqli-05/BenchmarkTest02358,POST,org/owasp/benchmark/testcode/BenchmarkTest02358.java,45,bar,org/springframework/jdbc/core/JdbcTemplate.java,455,SELECT * from USERS where USERNAME='foo' and PASSWORD='bar',,89
